issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort
AZ4INX5hUdMD1-xUqsAc,lib/sqlalchemy/engine/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 56 to the 15 allowed.,1850,46min
AZ4INX5hUdMD1-xUqsAd,lib/sqlalchemy/engine/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1869,5min
AZ4INX5hUdMD1-xUqsAe,lib/sqlalchemy/engine/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1985,5min
AZ4INX5hUdMD1-xUqsAf,lib/sqlalchemy/engine/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 47 to the 15 allowed.,1992,37min
AZ4INX5hUdMD1-xUqsAg,lib/sqlalchemy/engine/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,2048,5min
AZ4INX5hUdMD1-xUqsAh,lib/sqlalchemy/engine/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,2125,5min
AZ4INX5hUdMD1-xUqsAi,lib/sqlalchemy/engine/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,2156,5min
AZ4INX5hUdMD1-xUqsAj,lib/sqlalchemy/engine/base.py,base.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,2199,5min
AZ4INX5hUdMD1-xUqsAk,lib/sqlalchemy/engine/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,2225,34min
AZ4INX5hUdMD1-xUqsAl,lib/sqlalchemy/engine/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,2371,11min
AZ4INX5hUdMD1-xUqsAm,lib/sqlalchemy/engine/base.py,base.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,2517,30min
AZ4INX5UUdMD1-xUqsAJ,lib/sqlalchemy/engine/characteristics.py,characteristics.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",125,5min
AZ4INX5IUdMD1-xUqr_6,lib/sqlalchemy/engine/create.py,create.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 72 to the 15 allowed.,116,1h2min
AZ4INX5IUdMD1-xUqr_7,lib/sqlalchemy/engine/create.py,create.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,123,30min
AZ4INX5IUdMD1-xUqr_8,lib/sqlalchemy/engine/create.py,create.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,136,30min
AZ4INX5FUdMD1-xUqr_p,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,347,12min
AZ4INX5FUdMD1-xUqr_t,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",992,5min
AZ4INX5FUdMD1-xUqr_u,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",995,5min
AZ4INX5FUdMD1-xUqr_v,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1109,5min
AZ4INX5FUdMD1-xUqr_w,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1127,5min
AZ4INX5FUdMD1-xUqr_x,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1139,5min
AZ4INX5FUdMD1-xUqr_y,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1212,5min
AZ4INX5FUdMD1-xUqr_z,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1241,5min
AZ4INX5FUdMD1-xUqr_0,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1256,5min
AZ4INX5FUdMD1-xUqr_1,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,1276,5min
AZ4INX5FUdMD1-xUqr_2,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",1300,5min
AZ4INX5FUdMD1-xUqr_n,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""Statement is not a compiled expression construct."" 5 times.",1617,10min
AZ4INX5FUdMD1-xUqr_4,lib/sqlalchemy/engine/cursor.py,cursor.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,2077,5min
AZ4INX5vUdMD1-xUqsAz,lib/sqlalchemy/engine/default.py,default.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",695,5min
AZ4INX5vUdMD1-xUqsA1,lib/sqlalchemy/engine/default.py,default.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 48 to the 15 allowed.,765,38min
AZ4INX5vUdMD1-xUqsA2,lib/sqlalchemy/engine/default.py,default.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Catch a more specific exception or reraise the exception,825,5min
AZ4INX5vUdMD1-xUqsA3,lib/sqlalchemy/engine/default.py,default.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,1055,20min
AZ4INX5vUdMD1-xUqsA4,lib/sqlalchemy/engine/default.py,default.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 67 to the 15 allowed.,1294,57min
AZ4INX5vUdMD1-xUqsA5,lib/sqlalchemy/engine/default.py,default.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",1763,5min
AZ4INX5vUdMD1-xUqsA6,lib/sqlalchemy/engine/default.py,default.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",1771,5min
AZ4INX5vUdMD1-xUqsA8,lib/sqlalchemy/engine/default.py,default.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",1803,5min
AZ4INX5vUdMD1-xUqsA9,lib/sqlalchemy/engine/default.py,default.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.,1893,24min
AZ4INX5vUdMD1-xUqsA_,lib/sqlalchemy/engine/default.py,default.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,2045,20min
AZ4INX5vUdMD1-xUqsBB,lib/sqlalchemy/engine/default.py,default.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,2310,6min
AZ4INX5dUdMD1-xUqsAP,lib/sqlalchemy/engine/events.py,events.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,61,30min
AZ4INX5SUdMD1-xUqsAD,lib/sqlalchemy/engine/interfaces.py,interfaces.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,2731,30min
AZ4INX5SUdMD1-xUqsAE,lib/sqlalchemy/engine/interfaces.py,interfaces.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,2740,30min
AZ4INX5SUdMD1-xUqsAF,lib/sqlalchemy/engine/interfaces.py,interfaces.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,2747,30min
AZ4INX5SUdMD1-xUqsAG,lib/sqlalchemy/engine/interfaces.py,interfaces.py,secrets:S6697,HIGH,SECURITY,VULNERABILITY,Make sure this MySQL database password gets changed and removed from the code.,2785,30min
AZ4INX5MUdMD1-xUqr_9,lib/sqlalchemy/engine/reflection.py,reflection.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""bind"" to ""self"" or add the missing ""self"" parameter.",311,5min
AZ4INX5MUdMD1-xUqr_-,lib/sqlalchemy/engine/reflection.py,reflection.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""bind"" to ""self"" or add the missing ""self"" parameter.",315,5min
AZ4INX5MUdMD1-xUqsAA,lib/sqlalchemy/engine/reflection.py,reflection.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,1724,18min
AZ4INX5MUdMD1-xUqsAB,lib/sqlalchemy/engine/reflection.py,reflection.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.,1820,25min
AZ4INX5MUdMD1-xUqsAC,lib/sqlalchemy/engine/reflection.py,reflection.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,1959,11min
AZ4INX5qUdMD1-xUqsAn,lib/sqlalchemy/engine/result.py,result.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""Result[Any]"" 5 times.",447,10min
AZ4INX5qUdMD1-xUqsAp,lib/sqlalchemy/engine/result.py,result.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.,503,22min
AZ4INX5qUdMD1-xUqsAq,lib/sqlalchemy/engine/result.py,result.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.,581,33min
AZ4INX5qUdMD1-xUqsAr,lib/sqlalchemy/engine/result.py,result.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,627,36min
AZ4INX5qUdMD1-xUqsAt,lib/sqlalchemy/engine/result.py,result.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 56 to the 15 allowed.,741,46min
AZ4INX5qUdMD1-xUqsAu,lib/sqlalchemy/engine/result.py,result.py,python:S2876,HIGH,RELIABILITY,BUG,Return an object complying with iterator protocol. Consider explicitly raising a NotImplementedError if this class is not (yet) meant to support this method.,1875,10min
AZ4INX5CUdMD1-xUqr_i,lib/sqlalchemy/engine/url.py,url.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,397,7min
AZ4INX5CUdMD1-xUqr_k,lib/sqlalchemy/engine/url.py,url.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,853,10min
AZ4INX5YUdMD1-xUqsAL,lib/sqlalchemy/engine/util.py,util.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,129,12min
AZ4INX5YUdMD1-xUqsAM,lib/sqlalchemy/engine/util.py,util.py,python:S5754,HIGH,MAINTAINABILITY,CODE_SMELL,Specify an exception class to catch or reraise the exception,146,5min
AZ4INYCXUdMD1-xUqsS3,lib/sqlalchemy/event/attr.py,attr.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",85,5min
AZ4INYCXUdMD1-xUqsS4,lib/sqlalchemy/event/attr.py,attr.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",88,5min
AZ4INYCXUdMD1-xUqsS5,lib/sqlalchemy/event/attr.py,attr.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",91,5min
AZ4INYCXUdMD1-xUqsS6,lib/sqlalchemy/event/attr.py,attr.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",94,5min
AZ4INYCXUdMD1-xUqsS7,lib/sqlalchemy/event/attr.py,attr.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",103,5min
AZ4INYCXUdMD1-xUqsS8,lib/sqlalchemy/event/attr.py,attr.py,python:S5644,HIGH,RELIABILITY,BUG,"Fix this code; ""_empty_collection"" does not have a ""__getitem__"" method.",110,20min
AZ4INYCRUdMD1-xUqsSv,lib/sqlalchemy/event/legacy.py,legacy.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,60,11min
AZ4INYCRUdMD1-xUqsSu,lib/sqlalchemy/event/legacy.py,legacy.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal "", **kw"" 3 times.",78,6min
AZ4INYCpUdMD1-xUqsTC,lib/sqlalchemy/exc.py,exc.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,605,8min
AZ4INYCpUdMD1-xUqsTB,lib/sqlalchemy/exc.py,exc.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""(%s.%s) %s"" 3 times.",628,6min
AZ4INYB2UdMD1-xUqsSS,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.,887,7min
AZ4INYB2UdMD1-xUqsSU,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,1439,14min
AZ4INYB2UdMD1-xUqsSW,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S5712,HIGH,MAINTAINABILITY,CODE_SMELL,"Return ""NotImplemented"" instead of raising ""NotImplementedError""",1597,5min
AZ4INYB2UdMD1-xUqsSQ,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S1192,HIGH,MAINTAINABILITY,CODE_SMELL,"Define a constant instead of duplicating this literal ""%s objects are unhashable"" 3 times.",1623,6min
AZ4INYB2UdMD1-xUqsSc,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S5712,HIGH,MAINTAINABILITY,CODE_SMELL,"Return ""NotImplemented"" instead of raising ""NotImplementedError""",1874,5min
AZ4INYB2UdMD1-xUqsSd,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S5712,HIGH,MAINTAINABILITY,CODE_SMELL,"Return ""NotImplemented"" instead of raising ""NotImplementedError""",1901,5min
AZ4INYB2UdMD1-xUqsSe,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S5712,HIGH,MAINTAINABILITY,CODE_SMELL,"Return ""NotImplemented"" instead of raising ""NotImplementedError""",1925,5min
AZ4INYB2UdMD1-xUqsSf,lib/sqlalchemy/ext/associationproxy.py,associationproxy.py,python:S5712,HIGH,MAINTAINABILITY,CODE_SMELL,"Return ""NotImplemented"" instead of raising ""NotImplementedError""",1955,5min
AZ4INYBeUdMD1-xUqsR3,lib/sqlalchemy/ext/asyncio/base.py,base.py,python:S5644,HIGH,RELIABILITY,BUG,"Fix this code; ""StartableContext"" does not have a ""__getitem__"" method.",136,20min
AZ4INYBeUdMD1-xUqsR4,lib/sqlalchemy/ext/asyncio/base.py,base.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,164,13min
AZ4INYBZUdMD1-xUqsR1,lib/sqlalchemy/ext/asyncio/engine.py,engine.py,python:S5644,HIGH,RELIABILITY,BUG,"Fix this code; ""StartableContext"" does not have a ""__getitem__"" method.",191,20min
AZ4INYBZUdMD1-xUqsR2,lib/sqlalchemy/ext/asyncio/engine.py,engine.py,python:S5644,HIGH,RELIABILITY,BUG,"Fix this code; ""StartableContext"" does not have a ""__getitem__"" method.",1329,20min
AZ4INYBVUdMD1-xUqsR0,lib/sqlalchemy/ext/asyncio/scoping.py,scoping.py,python:S930,HIGH,RELIABILITY,BUG,Remove this unexpected named argument 'use_intermediate_variable'.,114,10min
AZ4INYBSUdMD1-xUqsRz,lib/sqlalchemy/ext/asyncio/session.py,session.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,1643,30min
AZ4INYBSUdMD1-xUqsRy,lib/sqlalchemy/ext/asyncio/session.py,session.py,python:S5644,HIGH,RELIABILITY,BUG,"Fix this code; ""StartableContext"" does not have a ""__getitem__"" method.",1813,20min
AZ4INYBMUdMD1-xUqsRs,lib/sqlalchemy/ext/automap.py,automap.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,150,30min
AZ4INYBMUdMD1-xUqsRt,lib/sqlalchemy/ext/automap.py,automap.py,secrets:S6698,HIGH,SECURITY,VULNERABILITY,Make sure this PostgreSQL database password gets changed and removed from the code.,180,30min
AZ4INYBMUdMD1-xUqsRm,lib/sqlalchemy/ext/automap.py,automap.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 44 to the 15 allowed.,1105,34min
AZ4INYBMUdMD1-xUqsRp,lib/sqlalchemy/ext/automap.py,automap.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 48 to the 15 allowed.,1481,38min
AZ4INYBMUdMD1-xUqsRr,lib/sqlalchemy/ext/automap.py,automap.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,1591,6min
AZ4INYByUdMD1-xUqsSN,lib/sqlalchemy/ext/compiler.py,compiler.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,459,6min
AZ4INYAxUdMD1-xUqsQ-,lib/sqlalchemy/ext/declarative/__init__.py,__init__.py,python:S5807,HIGH,RELIABILITY,BUG,"Change or remove this string; ""instrument_declarative"" is not defined.",58,1min
AZ4INYA0UdMD1-xUqsQ_,lib/sqlalchemy/ext/declarative/extensions.py,extensions.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,264,12min
AZ4INYA0UdMD1-xUqsRA,lib/sqlalchemy/ext/declarative/extensions.py,extensions.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,422,10min
AZ4INYA3UdMD1-xUqsRB,lib/sqlalchemy/ext/horizontal_shard.py,horizontal_shard.py,python:S3776,HIGH,MAINTAINABILITY,CODE_SMELL,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,426,8min
AZ4INYBpUdMD1-xUqsR7,lib/sqlalchemy/ext/hybrid.py,hybrid.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""s"" to ""self"" or add the missing ""self"" parameter.",907,5min
AZ4INYBpUdMD1-xUqsR8,lib/sqlalchemy/ext/hybrid.py,hybrid.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""s"" to ""self"" or add the missing ""self"" parameter.",911,5min
AZ4INYBpUdMD1-xUqsR9,lib/sqlalchemy/ext/hybrid.py,hybrid.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""s"" to ""self"" or add the missing ""self"" parameter.",916,5min
AZ4INYBpUdMD1-xUqsR-,lib/sqlalchemy/ext/hybrid.py,hybrid.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""s"" to ""self"" or add the missing ""self"" parameter.",923,5min
AZ4INYBpUdMD1-xUqsR_,lib/sqlalchemy/ext/hybrid.py,hybrid.py,python:S5720,HIGH,MAINTAINABILITY,CODE_SMELL,"Rename ""s"" to ""self"" or add the missing ""self"" parameter.",928,5min
AZ4INYBsUdMD1-xUqsSD,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",259,5min
AZ4INYBsUdMD1-xUqsSE,lib/sqlalchemy/ext/instrumentation.py,instrumentation.py,python:S1186,HIGH,MAINTAINABILITY,CODE_SMELL,"Add a nested comment explaining why this method is empty, or complete the implementation.",262,5min
